time_ns,vin_code,cmp_out,logic_out
4320000000,0,0,0
4330000000,0,0,0
4340000000,0,0,0
4350000000,0,0,0
4360000000,0,0,0
4370000000,0,0,0
4380000000,0,0,0
4390000000,0,0,0
4400000000,0,0,0
4410000000,0,0,0
4420000000,0,0,0
4430000000,0,0,0
4440000000,0,0,0
4450000000,0,0,0
4460000000,0,0,0
4470000000,0,0,0
4480000000,0,0,0
4490000000,0,0,0
4500000000,0,0,0
4510000000,0,0,0
4520000000,0,0,0
4530000000,0,0,0
4540000000,0,0,0
4550000000,0,0,0
4560000000,0,0,0
4570000000,0,0,0
4580000000,0,0,0
4590000000,0,0,0
4600000000,0,0,0
4610000000,0,0,0
4620000000,0,0,0
4630000000,0,0,0
4640000000,0,0,0
4650000000,0,0,0
4660000000,0,0,0
4670000000,0,0,0
4680000000,0,0,0
4690000000,0,0,0
4700000000,0,0,0
4710000000,0,0,0
4720000000,0,0,0
4730000000,0,0,0
4740000000,0,0,0
4750000000,0,0,0
4760000000,0,0,0
4770000000,0,0,0
478000
